date,SPY_price,SPY_return,GOLD_return,CMDTY_FUT_return,IEF_return,DGS10,DGS1,DTB3,VIX_LEVEL,WAAA,WBAA,GS10,GS1,TERM_SPREAD_10Y_1Y,CREDIT_SPREAD_BAA_AAA,D_CREDIT_20D,D_CREDIT_15D,CASH_return,daily_rf,SPY_drawdown,SPY_MA20,SPY_CROSS_ABOVE_MA20,VIX_Z,CMDTY_FUT_price,CMDTY_RET60,CMDTY_RET20,macro_regime_raw,macro_regime_confirmed,refined_regime_raw,refined_regime_confirmed,steep_rate_regime_confirmed,final_regime_confirmed,monthly_either_state,FLAT_VIX_STRESS,FLAT_CREDIT_DD5_STRESS,STEEP_EITHER_SELL_STRESS,STEEP_CREDIT_DD5_STRESS,STEEP_CMDTY_RET60_NEG10,BACKBONE_V2_ENTRY_SIGNAL,R3_RECOVERY,full_risk_state,steep_slow_growth_overlay_state,is_stress_state,trigger_lock_full_risk_state,trigger_lock_active_locks,trigger_lock_locks_added_today,trigger_lock_locks_unlocked_today,trigger_lock_entry_signal,trigger_lock_exit_signal,final_allocation_state,trigger_lock_vix_entry_condition,trigger_lock_credit_entry_condition,trigger_lock_cmdty_entry_condition,FLAT_RATE_REFINED_L50_H30_return,FLAT_RATE_REFINED_L50_H30_nav,FLAT_RATE_REFINED_L50_H30_drawdown,FLAT_RATE_REFINED_L50_H30_turnover,FLAT_RATE_REFINED_L50_H30_transaction_cost,FLAT_RATE_REFINED_L50_H30_weight_SPY,FLAT_RATE_REFINED_L50_H30_weight_GOLD,FLAT_RATE_REFINED_L50_H30_weight_CMDTY_FUT,FLAT_RATE_REFINED_L50_H30_weight_IEF,FLAT_RATE_REFINED_L50_H30_weight_CASH,FINAL_REGIME_HEDGE_TRIGGER_LOCK_return,FINAL_REGIME_HEDGE_TRIGGER_LOCK_nav,FINAL_REGIME_HEDGE_TRIGGER_LOCK_drawdown,FINAL_REGIME_HEDGE_TRIGGER_LOCK_turnover,FINAL_REGIME_HEDGE_TRIGGER_LOCK_transaction_cost,FINAL_REGIME_HEDGE_TRIGGER_LOCK_weight_SPY,FINAL_REGIME_HEDGE_TRIGGER_LOCK_weight_GOLD,FINAL_REGIME_HEDGE_TRIGGER_LOCK_weight_CMDTY_FUT,FINAL_REGIME_HEDGE_TRIGGER_LOCK_weight_IEF,FINAL_REGIME_HEDGE_TRIGGER_LOCK_weight_CASH,SPY_BUY_HOLD_return,SPY_BUY_HOLD_nav,SPY_BUY_HOLD_drawdown,SPY_BUY_HOLD_turnover,SPY_BUY_HOLD_transaction_cost,SPY_BUY_HOLD_weight_SPY,SPY_BUY_HOLD_weight_GOLD,SPY_BUY_HOLD_weight_CMDTY_FUT,SPY_BUY_HOLD_weight_IEF,SPY_BUY_HOLD_weight_CASH,SPY_CASH_TIMING_return,SPY_CASH_TIMING_nav,SPY_CASH_TIMING_drawdown,SPY_CASH_TIMING_turnover,SPY_CASH_TIMING_transaction_cost,SPY_CASH_TIMING_weight_SPY,SPY_CASH_TIMING_weight_GOLD,SPY_CASH_TIMING_weight_CMDTY_FUT,SPY_CASH_TIMING_weight_IEF,SPY_CASH_TIMING_weight_CASH,flat_refined_state,recovery_flat_low_active,final_state,allocation_cross_state,final_regime_cross_state,CREDIT_SPREAD,D_CREDIT_SPREAD_60D,SPY_MA50,SPY_MA100,SPY_vs_MA20,SPY_vs_MA50,SPY_above_MA20,SPY_above_MA50,CREDIT_SPREAD_Z_252D,CREDIT_SPREAD_Q75_252D,final_regime,base_regime,credit_lock_state_baseline,vix_lock_state,cmdty_lock_state,final_state,baseline_strategy_NAV,baseline_strategy_drawdown,credit_entry_marker,credit_unlock_marker,relock_marker,false_recovery_marker
2018-10-01,260.1290283203125,0.0034740543120301,-0.0016850162983919,0.0204647911140245,-0.002535357612861,3.09,2.6,2.19,12.0,4.0,4.91,3.09,2.6,0.4899999999999997,0.91,0.0300000000000006,0.0400000000000004,8.597051920578025e-05,8.597051920578025e-05,-0.0018029572433537,258.0260589599609,False,-0.9432488209430588,1.220730325944016,0.0319259702438377,0.0585662064743619,FLAT,FLAT,FLAT_HIGH_RATE,FLAT_HIGH_RATE,,FLAT_HIGH_RATE,HOLD,False,False,False,False,False,False,False,NON_RISK,False,False,NON_RISK,,,,False,False,FLAT_HIGH_RATE_NORMAL,False,False,False,0.0061823312401488,6.362991118687743,0.0,0.0217828040707783,1.0891402035389158e-05,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,0.0061823312401488,8.100147910711858,0.0,0.0217828040707783,1.0891402035389158e-05,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,0.0034740543120301,2.8933418735280534,-0.0018029572433534,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0034740543120301,3.841347058903157,-0.0018029572433535,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FLAT_HIGH_RATE_NORMAL,False,NON_RISK,FLAT_HIGH_RATE_NORMAL,FLAT_HIGH_RATE_NORMAL,0.9100000000000001,4.440892098500626e-16,254.87212127685547,249.17209350585938,0.008150220829741706,0.020625665204656585,True,True,1.3765527757299318,0.8700000000000001,FLAT_HIGH_RATE,FLAT,False,False,False,False,8.10014791071184,0.0,False,False,False,False
2018-10-02,259.9774780273437,-0.0005825966211742,0.0115483970443466,0.0026202122876939,0.0025817274816597,3.05,2.61,2.19,12.05,4.0,4.91,3.05,2.61,0.4399999999999999,0.91,0.0300000000000006,0.0400000000000004,8.597051920578025e-05,8.597051920578025e-05,-0.0023845034677301,258.16231231689454,False,-0.9111754175613268,1.223928898544015,0.0311982141396471,0.0662308974869683,FLAT,FLAT,FLAT_HIGH_RATE,FLAT_HIGH_RATE,,FLAT_HIGH_RATE,HOLD,False,False,False,False,False,False,False,NON_RISK,False,False,NON_RISK,,,,False,False,FLAT_HIGH_RATE_NORMAL,False,False,False,0.0083728221281019,6.416267311527208,0.0,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,0.0083728221281019,8.167969008379565,0.0,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,-0.0005825966211742,2.891656222328634,-0.0023845034677295,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0005825966211742,3.839109103085883,-0.0023845034677295,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FLAT_HIGH_RATE_NORMAL,False,NON_RISK,FLAT_HIGH_RATE_NORMAL,FLAT_HIGH_RATE_NORMAL,0.9100000000000001,4.440892098500626e-16,255.0972280883789,249.36805236816406,0.007031102619738938,0.01913094068303245,True,True,1.3647164583700788,0.8700000000000001,FLAT_HIGH_RATE,FLAT,False,False,False,False,8.167969008379545,0.0,False,False,False,False
2018-10-03,260.1200256347656,0.0005483075245729,-0.003951915050342,0.0108553498119867,-0.0074275634492957,3.15,2.62,2.19,11.61,4.0,4.91,3.15,2.62,0.5299999999999998,0.91,0.0300000000000006,0.0400000000000004,8.597051920578025e-05,8.597051920578025e-05,-0.0018375033843507,258.3403091430664,False,-1.164037324915247,1.23721507488271,0.043798663421932,0.0843126816248314,FLAT,FLAT,FLAT_HIGH_RATE,FLAT_HIGH_RATE,,FLAT_HIGH_RATE,HOLD,False,False,False,False,False,False,False,NON_RISK,False,False,NON_RISK,,,,False,False,FLAT_HIGH_RATE_NORMAL,False,False,False,0.0013147298675921,6.424702969800128,0.0,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,0.0013147298675921,8.17870768119245,0.0,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,0.0005483075245729,2.8932417391938148,-0.0018375033843504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0005483075245729,3.841214115494761,-0.0018375033843504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FLAT_HIGH_RATE_NORMAL,False,NON_RISK,FLAT_HIGH_RATE_NORMAL,FLAT_HIGH_RATE_NORMAL,0.9100000000000001,4.440892098500626e-16,255.3001559448242,249.5581021118164,0.00688903910350902,0.018879227363194806,True,True,1.353045391111458,0.8700000000000001,FLAT_HIGH_RATE,FLAT,False,False,False,False,8.17870768119243,0.0,False,False,False,False
2018-10-04,258.0871276855469,-0.0078152304662353,0.000529052979695,-0.0149149844068134,-0.002594713753998,3.19,2.63,2.18,14.22,4.0,4.91,3.19,2.63,0.56,0.91,0.0300000000000006,0.0400000000000004,8.558214573084477e-05,8.558214573084477e-05,-0.0096383733381549,258.45527267456055,False,0.4357271120294395,1.21876203133296,0.0741624474892834,0.0766137785967975,FLAT,FLAT,FLAT_HIGH_RATE,FLAT_HIGH_RATE,,FLAT_HIGH_RATE,HOLD,False,False,False,False,False,False,False,NON_RISK,False,False,NON_RISK,,,,False,False,FLAT_HIGH_RATE_NORMAL,False,False,False,-0.0049640790585501,6.392810236330338,-0.0049640790585501,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,-0.0049640790585501,8.138107929666239,-0.0049640790585501,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,-0.0078152304662353,2.870630388207484,-0.0096383733381545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0078152304662353,3.811194141912013,-0.0096383733381546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FLAT_HIGH_RATE_NORMAL,False,NON_RISK,FLAT_HIGH_RATE_NORMAL,FLAT_HIGH_RATE_NORMAL,0.9100000000000001,4.440892098500626e-16,255.4198193359375,249.72667358398436,-0.0014244050245290074,0.010442840170132861,False,True,1.3415349336842797,0.8724999999999999,FLAT_HIGH_RATE,FLAT,False,False,False,False,8.13810792966622,-0.004964079058550119,False,False,False,False
2018-10-05,256.6425476074219,-0.0055972573722664,0.0028198773824292,-0.0023215784441598,-0.0024005213898085,3.23,2.64,2.18,14.82,4.07,4.98,3.23,2.64,0.5899999999999999,0.91,0.0400000000000004,-0.0100000000000002,8.558214573084477e-05,8.558214573084477e-05,-0.0151816822541978,258.5228645324707,False,0.8083097924752185,1.215932579672457,0.0640542560406673,0.0723662919861707,FLAT,FLAT,FLAT_HIGH_RATE,FLAT_HIGH_RATE,,FLAT_HIGH_RATE,HOLD,False,False,False,False,False,False,False,NON_RISK,False,False,NON_RISK,,,,False,False,FLAT_HIGH_RATE_NORMAL,False,False,False,0.0009911654324742,6.399146568852957,-0.0039778338496427,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,0.0009911654324742,8.146174140931869,-0.0039778338496426,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,-0.0055972573722664,2.8545627311040374,-0.0151816822541972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0055972573722664,3.789861907404058,-0.0151816822541973,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FLAT_HIGH_RATE_NORMAL,False,NON_RISK,FLAT_HIGH_RATE_NORMAL,FLAT_HIGH_RATE_NORMAL,0.9100000000000001,4.440892098500626e-16,255.52248443603514,249.89741302490233,-0.007273309958286678,0.004383423141250509,False,True,1.3301806210875848,0.8799999999999994,FLAT_HIGH_RATE,FLAT,False,False,False,False,8.14617414093185,-0.003977833849642676,False,False,False,False
2018-10-08,256.6425476074219,0.0,-0.0110720747138943,-0.0014164552605029,0.0004011107202133,3.23,2.64,2.18,15.69,4.07,4.98,3.23,2.64,0.5899999999999999,0.91,0.0400000000000004,-0.0100000000000002,8.558214573084477e-05,8.558214573084477e-05,-0.0151816822541978,258.5682632446289,False,1.342751099385566,1.214210265573563,0.0591264879734094,0.068066254816401,FLAT,FLAT,FLAT_HIGH_RATE,FLAT_HIGH_RATE,,FLAT_HIGH_RATE,HOLD,False,False,False,False,False,False,False,NON_RISK,False,False,NON_RISK,,,,False,False,FLAT_HIGH_RATE_NORMAL,False,False,False,-0.007637765974467,6.350271384923744,-0.0115852180600809,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,-0.007637765974467,8.083955569256176,-0.0115852180600809,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,0.0,2.8545627311040374,-0.0151816822541972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.789861907404058,-0.0151816822541973,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FLAT_HIGH_RATE_NORMAL,False,NON_RISK,FLAT_HIGH_RATE_NORMAL,FLAT_HIGH_RATE_NORMAL,0.9100000000000001,-0.019999999999999574,255.65923553466797,250.05807830810548,-0.007447610209552757,0.003846182480744309,False,True,1.3188055778980017,0.8799999999999994,FLAT_HIGH_RATE,FLAT,False,False,False,False,8.083955569256156,-0.011585218060080948,False,False,False,False
2018-10-09,256.26806640625,-0.0014591547842047,0.000533122073091,0.0065856129685917,0.0019040768827147,3.21,2.65,2.21,15.95,4.07,4.98,3.21,2.65,0.56,0.91,0.0400000000000004,-0.0100000000000002,8.6747152605815e-05,8.6747152605815e-05,-0.016618684614109,258.5527770996094,False,1.5029233766887051,1.222206584445121,0.0909190586176758,0.0626804728373648,FLAT,FLAT,FLAT_HIGH_RATE,FLAT_HIGH_RATE,,FLAT_HIGH_RATE,HOLD,False,False,False,False,False,False,False,NON_RISK,False,False,NON_RISK,,,,False,False,FLAT_HIGH_RATE_NORMAL,False,False,False,0.002685870788806,6.367327393337501,-0.0089304636700445,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,0.002685870788806,8.105668029377647,-0.0089304636700444,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,-0.0014591547842047,2.8503974822381344,-0.0166186846141085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0014591547842047,3.784331912270394,-0.0166186846141085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FLAT_HIGH_RATE_NORMAL,False,NON_RISK,FLAT_HIGH_RATE_NORMAL,FLAT_HIGH_RATE_NORMAL,0.9100000000000001,-0.019999999999999574,255.81459442138672,250.21703125,-0.008836535112826005,0.001772658772221325,False,True,1.3075799945497621,0.8799999999999994,FLAT_HIGH_RATE,FLAT,False,False,False,False,8.105668029377627,-0.008930463670044464,False,False,False,False
2018-10-10,248.15380859375,-0.0316631639918679,0.0024866677006325,-0.0161046804227478,0.0005003948849822,3.22,2.67,2.23,22.96,4.07,4.98,3.22,2.67,0.5500000000000003,0.91,0.0400000000000004,-0.0100000000000002,8.75236346555841e-05,8.75236346555841e-05,-0.0477556484697113,258.1284683227539,False,5.180994124164712,1.2025233379920546,0.0739870229876342,0.037795917468081,FLAT,FLAT,FLAT_HIGH_RATE,FLAT_HIGH_RATE,,FLAT_HIGH_RATE,HOLD,True,False,False,False,False,True,False,NON_RISK,False,False,NON_RISK,,VIX,,True,False,FLAT_HIGH_RATE_NORMAL,True,False,False,-0.0041258991725818,6.341056442513771,-0.0130195166499594,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,-0.0041258991725818,8.072224860362015,-0.0130195166499592,0.0,0.0,0.0,0.6443202058650912,0.3556797941349088,0.0,0.0,-0.0316631639918679,2.7601448793160213,-0.0477556484697107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0316631639918679,3.6645079903325177,-0.0477556484697107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FLAT_HIGH_RATE_NORMAL,False,NON_RISK,FLAT_HIGH_RATE_NORMAL,FLAT_HIGH_RATE_NORMAL,0.9100000000000001,-0.019999999999999574,255.78317016601562,250.30085098266602,-0.0386422303352143,-0.02982745724557956,False,False,1.2964997383057515,0.8799999999999996,FLAT_HIGH_RATE,FLAT,False,False,False,False,8.072224860361995,-0.013019516649959262,False,False,False,False
2018-10-11,242.6878204345703,-0.0220266140187596,0.0256910134341015,-0.0205626348705243,0.0041000344060748,3.14,2.66,2.22,24.98,4.07,4.98,3.14,2.66,0.48,0.91,0.0400000000000004,-0.0100000000000002,8.713541254601331e-05,8.713541254601331e-05,-0.0687303672524131,257.3549659729004,False,5.461296520335796,1.17779628966964,0.053825013113993,0.0301269628410572,FLAT,FLAT,FLAT_HIGH_RATE,FLAT_HIGH_RATE,,FLAT_HIGH_RATE,HOLD,True,False,False,False,False,True,False,FULL_RISK,False,True,FULL_RISK,VIX,,,False,False,FLAT_HIGH_RATE_STRESS,True,False,False,0.0026987445067219,6.35816933375482,-0.0103559084922767,2.0,0.001,0.0,0.0,0.0,0.9,0.1,0.0026987445067219,8.094009732860941,-0.0103559084922765,2.0,0.001,0.0,0.0,0.0,0.9,0.1,-0.0220266140187596,2.6993482334234717,-0.0687303672524124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0009128645874539,3.661162790757701,-0.0486249186168258,2.0,0.001,0.0,0.0,0.0,0.0,1.0,FLAT_HIGH_RATE_STRESS,False,FULL_RISK,FLAT_HIGH_RATE_STRESS,FLAT_HIGH_RATE_STRESS,0.9100000000000001,-0.019999999999999574,255.65076843261718,250.31198318481447,-0.056991888549275393,-0.0507056875968811,False,False,1.2855608248842456,0.8799999999999999,FLAT_HIGH_RATE,FLAT,False,True,False,True,8.094009732860922,-0.010355908492276522,False,False,False,False
2018-10-12,246.05831909179688,0.0138882068790726,-0.0047503491808779,0.0043868300237879,-0.0011951544731696,3.15,2.66,2.23,21.31,4.14,5.05,3.15,2.66,0.4899999999999997,0.91,-0.0100000000000002,-0.0099999999999997,8.75236346555841e-05,8.75236346555841e-05,-0.0557967019326165,256.7477684020996,False,3.547893679131176,1.1829630817950687,0.0556591830200994,0.0368772377308084,FLAT,FLAT,FLAT_HIGH_RATE,FLAT_HIGH_RATE,,FLAT_HIGH_RATE,HOLD,True,False,False,False,False,True,False,FULL_RISK,False,True,FULL_RISK,VIX,,,False,False,FLAT_HIGH_RATE_STRESS,True,False,False,-0.001066886662387,6.351385887695438,-0.0114117465740165,0.0,0.0,0.0,0.0,0.0,0.9,0.1,-0.001066886662387,8.08537434183172,-0.0114117465740163,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0138882068790726,2.736837340127916,-0.0557967019326159,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.75236346555841e-05,3.661483229032214,-0.0485416508117824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,FLAT_HIGH_RATE_STRESS,False,FULL_RISK,FLAT_HIGH_RATE_STRESS,FLAT_HIGH_RATE_STRESS,0.9100000000000001,-0.019999999999999574,255.55861389160157,250.36353729248046,-0.041634049545317575,-0.03717462172429209,False,False,1.2747594114306229,0.8799999999999999,FLAT_HIGH_RATE,FLAT,False,True,False,True,8.0853743418317,-0.011411746574016335,False,False,False,False
