date,SPY_return,GOLD_return,CMDTY_FUT_return,IEF_return,CASH_return
2006-03-16,0.0020649850323546,0.0039913139507674,0.0091743119266054,0.0063402097083904,0.00017468543594945096
2006-03-17,0.0008348640442807,-0.0039754466949136,0.0,-0.0020593513493128,0.00017544497067034648
2006-03-20,-0.0016077438068483,0.0009070979323191,-0.0284090909090909,0.0019431766080579,0.00017658400136788543
2006-03-21,-0.0062877042181324,-0.0061627034470703,0.0099415204678363,-0.0041213104591956,0.00017734317432438473
2006-03-22,0.0060959742651709,-0.0014590886081162,-0.0066010564065214,0.0012176471383209,0.00017734317432438473
2006-03-23,-0.002070843856172,-0.0009132280741652,0.0205176461547602,-0.0025529525169352,0.00017658400136788543
2006-03-24,0.0007690578299248,0.018464320062999,0.0041123777536413,0.0043867924157177,0.00017620436064391676
2006-03-27,-0.0014597902801872,0.0122060728118968,0.0,-0.0021834245854877,0.00017506522140675607
2006-03-28,-0.0061527320454758,-0.0058520663225614,0.0170648464163822,-0.0048640850228056,0.00017582468374710558
2006-03-29,0.0062680444285672,0.0180163806063409,0.0089485458612974,-0.0009771302144739,0.00017506522140675607
2006-03-30,-0.0017680117630889,0.0268091604604587,0.0110864745011085,-0.0029355212682361,0.00017468543594945096
2006-03-31,0.0002307154850313,-0.0085324234303659,-0.0054824561403509,0.0007362389798781,0.00017544497067034648
2006-04-03,-0.0007702912440585,0.0063683779053254,0.0044101433296581,-0.0011075822014745,0.00017658400136788543
2006-04-04,0.0063980055689212,-0.0023943797969148,-0.0087815587266739,0.0001236765186383,0.00017696360592567295
2006-04-05,0.0034465910698238,0.0056574319560835,0.0104097723300802,0.0023390271101686,0.00017658400136788543
2006-04-06,-0.0010685261256828,0.0105693647033331,0.0076720734466171,-0.00282476744334,0.00017696360592567295
2006-04-07,-0.0101628685485318,-0.0116396531868682,-0.0054383292008138,-0.0045569534774639,0.00017734317432438473
2006-04-10,0.0015443723290471,0.0172384079007139,0.0181539535681602,0.0012375505464514,0.00017772270657090417
2006-04-11,-0.0084791633839945,-0.0098993316727025,0.00451129130723,0.0018528782833917,0.00017772270657090417
2006-04-12,0.0018659727689478,0.0071174715402306,0.0029939988841112,-0.0023434852079601,0.00017772270657090417
2006-04-13,-0.0013189763612885,0.001177851160437,0.0089552499083822,-0.005316097646825,0.00017772270657090417
2006-04-17,-0.0003887543061635,0.0267226916401326,0.0175401259062888,0.0038532268745397,0.00017886108646547605
2006-04-18,0.0158557276436392,0.0124406338129794,0.0205607349875065,0.0032184445109155,0.00017886108646547605
2006-04-19,0.0019129944355011,0.0307195080477471,0.0105820355547798,-0.0028380800400046,0.00017886108646547605
2006-04-20,0.0013746654584536,-0.0437647202435661,-0.0072493074089193,-0.0008654842629775,0.00017886108646547605
2006-04-21,0.0001526992839295,0.0367454349099121,0.0162271805273834,0.0021055560228013,0.00017961982576042423
2006-04-24,-0.0018301758416452,-0.0245253040878041,-0.0199600798403193,0.0012359225470506,0.00017999914123811855
2006-04-25,-0.0041254248552673,0.018329233178423,-0.0010183299389001,-0.0062964890163225,0.00018113687107490506
2006-04-26,0.0002302996240444,0.0138579605526996,-0.0091743119266054,-0.0004974151363881,0.00018113687107490506
2006-04-27,0.0048315386372839,-0.0108405722681044,-0.0205761316872428,0.0027354248072166,0.0001807576638885866
2006-04-28,0.0033578203711419,0.0338309606796558,0.009453781512605,0.001735272739225,0.0001803784206118042
2006-05-01,-0.0081387988622003,0.0010755465994394,0.0208116545265348,-0.0054156532376369,0.0001822742761612428
2006-05-02,0.0075159430955689,0.0213320950203801,0.0101936799184505,0.001623749567498,0.00018189517720434978
2006-05-03,-0.003729895540408,-0.0013524261932063,-0.0238143043248612,-0.0013721696901594,0.0001822742761612428
2006-05-04,0.0035906274814856,0.0153476419878442,-0.0159189828668756,-0.0006229039234941,0.000181516042177865
2006-05-05,0.0088306327362466,0.0075577131218909,0.0063025210084033,0.0023730121297256,0.0001822742761612428
2006-05-08,-0.0012073652026103,-0.0063244641665876,-0.0074112480020224,0.0004983483221421,0.00018416923014275
2006-05-09,0.0019645590446022,0.0313795562935506,0.0131454408235003,-0.0003732555713565,0.00018454811282642147
2006-05-10,-0.0005281932071823,0.0100458803842771,0.0223167941199464,0.0004983659876121,0.00018454811282642147
2006-05-11,-0.0120706713922165,0.0092356003302818,0.0147223064682391,-0.0017436916267022,0.0001822742761612428
2006-05-12,-0.0130585632099129,0.0012671261274381,0.0,-0.0037430087101656,0.00018303236589400917
2006-05-15,0.0020121566409154,-0.0521653394431421,0.0,0.0021296094492695,0.00018379031143078706
2006-05-16,-0.0014677087037623,0.0178014668899462,0.0025290035975369,0.0037478052192649,0.0001826533390556495
2006-05-17,-0.0190234076529494,-0.0067045486136207,-0.0126129910574581,-0.0028621711049972,0.0001826533390556495
2006-05-18,-0.0050458500046119,-0.0101247604689228,0.0036192924106286,0.0071169191562339,0.0001826533390556495
2006-05-19,0.0070519652463032,-0.0278683261033528,-0.0146372379843507,-0.0006204067225568,0.0001822742761612428
2006-05-22,-0.0076317918374844,-0.0042695756553682,0.0101184331690662,0.0013636897692084,0.0001826533390556495
2006-05-23,-0.0076111952569573,0.0165389609676456,0.0268541672168112,-0.0003712211388076,0.00018303236589400917
2006-05-24,0.0079888927485129,-0.0349502830795124,-0.0307181157491609,0.0014878200527659,0.0001822742761612428
2006-05-25,0.012364602225156,0.0099906246337746,0.0173447668169499,-0.001608841861597,0.0001822742761612428
2006-05-26,0.005088605319603,0.0061824040919027,0.0039991451738066,0.0008672735992283,0.00018303236589400917
2006-05-30,-0.0177598871511379,0.0001536426492305,0.0054507465482507,-0.0008665220874987,0.00018303236589400917
2006-05-31,0.0111821144992221,-0.013515546692808,-0.0100083783349886,-0.0030987227902048,0.00018379031143078706
2006-06-01,0.0095676698254467,-0.0260003409055139,-0.0109519414977755,0.0016713744830769,0.0001826533390556495
2006-06-02,0.002097129230133,0.0150255531661529,0.0278960944064126,0.0077246505752099,0.00018189517720434978
2006-06-05,-0.0145732844225732,-0.0033070721964197,-0.0014502013452011,-0.001977650081913,0.00018341135668342723
2006-06-06,-0.0024389824559636,-0.0116922368109059,-0.008817427385892,0.0008663379167386,0.00018379031143078706
2006-06-07,-0.0074914325059038,-0.0043165541336042,-0.0160125460941588,-0.0013612828572771,0.00018379031143078706
2006-06-08,-0.0008740474474631,-0.0219974142379106,-0.0092533632142897,0.0013631384743142,0.00018379031143078706
2006-06-09,-0.0031811348171781,-0.0075521110757678,0.0110574211411365,0.002475706683396,0.00018416923014275
2006-06-12,-0.0108491420466908,-0.0069479235457688,-0.0124230328718194,-0.0004942340413516,0.00018644198605977103
2006-06-13,-0.0116136618391325,-0.0684657786761278,-0.0279539841764007,0.0013589081638498,0.00018492695948868487
2006-06-14,0.0077520210738961,-0.0053647933992091,0.0091804546535307,-0.0066607256367995,0.00018492695948868487
2006-06-15,0.0212141560702843,0.0305645594316059,0.0157825109530809,-0.0022350501271793,0.00018303236589400917
2006-06-16,-0.0072871798812534,0.0062805410374777,0.000258945012447,-0.0006229889523027,0.00018416923014275
2006-06-19,-0.0078619899578757,-0.0228848766962606,-0.0019847750516949,-0.0011204878939887,0.00018644198605977103
2006-06-20,0.0033963530703626,0.0166784708397667,-0.0041072068123994,-0.0007479360668392,0.00018606328341497225
2006-06-21,0.0074140056380627,0.0179756126999728,0.0138918900084776,-0.0001251478757662,0.00018568454477607688
2006-06-22,-0.0043997537797636,-0.0102863409906309,0.0040676383465156,-0.003243967894675,0.00018568454477607688
2006-06-23,-0.0001607927994494,0.0045037612730318,-0.0017057309018523,-0.0008761968625193,0.00018757787809842164
2006-06-26,0.0044197312217721,0.0050008120785718,0.0111063254034127,-0.0006261636000099,0.00019022703434146138
2006-06-27,-0.0086403673708004,-0.0102951010070068,-0.0002112507494824,0.0026324640717596,0.0001906053415035025
2006-06-28,0.0067792812987994,-0.0024271738714931,0.0004225907715822,-0.003250303487621,0.00018909189731530773
2006-06-29,0.0202001034926933,0.0344108361267339,0.0175290132903247,0.0041393679104086,0.00018909189731530773
2006-06-30,7.849179695962327e-05,0.0287298231068748,0.0059153303771777,0.0034976207191204,0.00018871344643711652
2006-07-03,0.0040853975530612,0.0155152828685576,0.0027855279490707,-0.0004743964708847,0.0001921182111008779
2006-07-05,-0.005711729063407,0.0051463443752601,0.0084362265504436,-0.0036268286640587,0.00018909189731530773
2006-07-06,0.0029112751241477,0.0083200073242186,0.0022444523358835,0.0031374835516135,0.00018871344643711652
2006-07-07,-0.0065125984657338,-0.0061885018536268,-0.0146580049432013,0.0031285463673056,0.00018947031225424737
2006-07-10,0.0018955328597365,-0.0097397509172663,-0.0055785376178331,0.0007480871194081,0.00019098361275382558
2006-07-11,0.0044147731245163,0.0288616720786121,0.0098691047589287,0.0011212521984655,0.0001906053415035025
2006-07-12,-0.010674367949053,0.0173953419803389,0.0095669674536504,0.0008715484471131,0.00019098361275382558
2006-07-13,-0.0162630375926791,0.0097043268727918,0.0189524914644694,0.0022394670366077,0.0001906053415035025
2006-07-14,-0.0038713923496884,0.0045765889915581,0.0049999999999998,0.0007437416356708,0.00019098361275382558
2006-07-17,-0.001456991740896,-0.0288534207320951,-0.0268656716417911,-0.0008681980498571,0.00019287443056437148
2006-07-18,0.0051078919322715,-0.016419065278089,-0.0144785001477825,-0.0038468188685513,0.00019363050654397362
2006-07-19,0.0138739713708944,0.0179649797457168,0.0106448668291374,0.0063538695637348,0.00019287443056437148
2006-07-20,-0.0068419717175419,-0.0232703091078505,-0.0074940847715119,0.002104321624369,0.00019174004754551888
2006-07-21,-0.0070496871060874,-0.013271535319863,0.0014481013981584,-0.0006173039472227,0.0001921182111008779
2006-07-24,0.0182329990107039,-0.0092367477439753,0.0111547073505504,0.0,0.00019249633877160832
2006-07-25,0.0035656284527902,0.0067059184086535,-0.0119509828468143,-0.0009887999211981,0.00019363050654397362
2006-07-26,0.0013422620803587,0.0073111416493487,0.0069265091404768,0.0024749190587431,0.00019287443056437148
2006-07-27,-0.0009462957041935,0.0145161536432081,0.0092402464065708,-0.0001234954394281,0.00019249633877160832
2006-07-28,0.0100230974003261,0.0033386181141228,-0.0110885294141022,0.0027151138667229,0.0001913618480988699
2006-07-31,-0.0010157629161781,0.0007922553727934,0.0245859736799773,0.0016010562442212,0.00019249633877160832
2006-08-01,-0.0049277932334818,0.0183660520933273,0.001004016064257,0.0002351628181769,0.0001932524864862728
2006-08-02,0.00676003174423,0.0066853281594525,0.0140421263791374,0.0008638598352417,0.00019249633877160832
2006-08-03,0.0026543320096996,-0.0097296873114743,-0.0124628838634396,0.0002463138106716,0.00019287443056437148
2006-08-04,-0.0017128967363566,0.0024952592929103,-0.005408678167082,0.0049293600324253,0.0001921182111008779
2006-08-07,-0.0023400722063748,0.0034225455021941,0.0138972686736844,-0.0013486039845816,0.0001932524864862728
2006-08-08,-0.0038311058609467,-0.008217035337936,-0.0063567376405474,0.0001222209904976,0.00019249633877160832
2006-08-09,-0.003374716340536,0.0103172740365877,0.0039984005421658,-0.0004913928796992,0.0001913618480988699
2006-08-10,0.0030706805226943,-0.0213522715776532,-0.0250896172784664,0.0002457004179088,0.0001906053415035025
2006-08-11,-0.0028258171193904,-0.0085375638818552,-0.0038807064395393,-0.003192931545603,0.0001913618480988699
2006-08-14,0.000787476450768,-0.0073353387209115,-0.0163010293377979,-0.0017253787514881,0.0001932524864862728
2006-08-15,0.0119579584502249,-0.003855448650069,-0.000708694815822,0.004813981742751,0.00019249633877160832
2006-08-16,0.00831819609775,0.0077407413308525,0.0054024661940847,0.0041763925701558,0.0001913618480988699
2006-08-17,0.0025442422950392,-0.0233637839647077,-0.0209543695093684,-0.0002441056018823,0.0001921182111008779
2006-08-18,0.0050759091745422,0.0001638888486077,0.0061453569272995,0.0026911690223541,0.00019249633877160832
2006-08-21,-0.0042847195015618,0.0229357419754807,0.0114785432753794,0.0012208756036595,0.00019287443056437148
2006-08-22,-7.718895069730447e-05,-0.0062459865186738,0.0036439354502864,0.0003651284555281,0.00019249633877160832
2006-08-23,-0.0027662635273731,-0.0035454860388534,-0.0141078584916364,-0.0009748908644315,0.0001921182111008779
2006-08-24,-0.0008479423846355,-0.0012938998655261,0.0082070576521475,0.0009758422040815,0.0001921182111008779
